Date,Scheme,NAV
2023-03-21,Scheme_22,59.57
2023-03-22,Scheme_22,59.92
2023-03-23,Scheme_22,59.81
2023-03-24,Scheme_22,60.41
2023-03-25,Scheme_22,60.56
2023-03-26,Scheme_22,61.24
2023-03-27,Scheme_22,61.35
2023-03-28,Scheme_22,61.2
2023-03-29,Scheme_22,60.99
2023-03-30,Scheme_22,60.9
2023-03-31,Scheme_22,60.75
2023-04-01,Scheme_22,61.15
2023-04-02,Scheme_22,61.17
2023-04-03,Scheme_22,60.7
2023-04-04,Scheme_22,60.79
2023-04-05,Scheme_22,60.84
2023-04-06,Scheme_22,60.72
2023-04-07,Scheme_22,60.82
2023-04-08,Scheme_22,60.83
2023-04-09,Scheme_22,61.04
2023-04-10,Scheme_22,61.23
2023-04-11,Scheme_22,61.36
2023-04-12,Scheme_22,60.99
2023-04-13,Scheme_22,61.65
2023-04-14,Scheme_22,61.2
2023-04-15,Scheme_22,61.18
2023-04-16,Scheme_22,60.87
2023-04-17,Scheme_22,61.01
2023-04-18,Scheme_22,61.07
2023-04-19,Scheme_22,61.04
2023-04-20,Scheme_22,61.52
2023-04-21,Scheme_22,61.87
2023-04-22,Scheme_22,61.79
2023-04-23,Scheme_22,62.06
2023-04-24,Scheme_22,62.54
2023-04-25,Scheme_22,62.89
2023-04-26,Scheme_22,62.87
2023-04-27,Scheme_22,62.42
2023-04-28,Scheme_22,62.53
2023-04-29,Scheme_22,62.75
2023-04-30,Scheme_22,62.54
2023-05-01,Scheme_22,62.57
2023-05-02,Scheme_22,62.57
2023-05-03,Scheme_22,63.0
2023-05-04,Scheme_22,63.58
2023-05-05,Scheme_22,63.95
2023-05-06,Scheme_22,63.95
2023-05-07,Scheme_22,64.31
2023-05-08,Scheme_22,64.52
2023-05-09,Scheme_22,64.52
2023-05-10,Scheme_22,65.17
2023-05-11,Scheme_22,64.97
2023-05-12,Scheme_22,65.17
2023-05-13,Scheme_22,65.44
2023-05-14,Scheme_22,65.37
2023-05-15,Scheme_22,65.56
2023-05-16,Scheme_22,65.87
2023-05-17,Scheme_22,65.96
2023-05-18,Scheme_22,66.12
2023-05-19,Scheme_22,66.17
2023-05-20,Scheme_22,66.43
2023-05-21,Scheme_22,66.38
2023-05-22,Scheme_22,66.31
2023-05-23,Scheme_22,66.34
2023-05-24,Scheme_22,66.71
2023-05-25,Scheme_22,66.21
2023-05-26,Scheme_22,65.95
2023-05-27,Scheme_22,66.66
2023-05-28,Scheme_22,66.76
2023-05-29,Scheme_22,66.66
2023-05-30,Scheme_22,66.92
2023-05-31,Scheme_22,66.7
2023-06-01,Scheme_22,66.09
2023-06-02,Scheme_22,66.22
2023-06-03,Scheme_22,66.02
2023-06-04,Scheme_22,66.07
2023-06-05,Scheme_22,66.19
2023-06-06,Scheme_22,66.25
2023-06-07,Scheme_22,65.76
2023-06-08,Scheme_22,65.78
2023-06-09,Scheme_22,65.94
2023-06-10,Scheme_22,65.54
2023-06-11,Scheme_22,65.1
2023-06-12,Scheme_22,64.8
2023-06-13,Scheme_22,65.04
2023-06-14,Scheme_22,64.47
2023-06-15,Scheme_22,64.73
2023-06-16,Scheme_22,64.87
2023-06-17,Scheme_22,64.81
2023-06-18,Scheme_22,64.39
2023-06-19,Scheme_22,64.17
2023-06-20,Scheme_22,64.43
2023-06-21,Scheme_22,64.82
2023-06-22,Scheme_22,64.53
2023-06-23,Scheme_22,64.9
2023-06-24,Scheme_22,65.12
2023-06-25,Scheme_22,65.14
2023-06-26,Scheme_22,64.94
2023-06-27,Scheme_22,64.78
2023-06-28,Scheme_22,65.35
2023-06-29,Scheme_22,65.42
2023-06-30,Scheme_22,65.84
2023-07-01,Scheme_22,65.94
2023-07-02,Scheme_22,65.82
2023-07-03,Scheme_22,66.02
2023-07-04,Scheme_22,66.68
2023-07-05,Scheme_22,66.51
2023-07-06,Scheme_22,66.8
2023-07-07,Scheme_22,66.88
2023-07-08,Scheme_22,66.47
2023-07-09,Scheme_22,66.04
2023-07-10,Scheme_22,65.93
2023-07-11,Scheme_22,66.05
2023-07-12,Scheme_22,66.34
2023-07-13,Scheme_22,65.89
2023-07-14,Scheme_22,66.1
2023-07-15,Scheme_22,66.09
2023-07-16,Scheme_22,66.11
2023-07-17,Scheme_22,66.3
2023-07-18,Scheme_22,66.85
2023-07-19,Scheme_22,66.96
2023-07-20,Scheme_22,66.57
2023-07-21,Scheme_22,66.53
2023-07-22,Scheme_22,66.81
2023-07-23,Scheme_22,67.1
2023-07-24,Scheme_22,67.32
2023-07-25,Scheme_22,67.18
2023-07-26,Scheme_22,66.79
2023-07-27,Scheme_22,66.99
2023-07-28,Scheme_22,66.65
2023-07-29,Scheme_22,66.87
2023-07-30,Scheme_22,67.1
2023-07-31,Scheme_22,66.98
2023-08-01,Scheme_22,66.97
2023-08-02,Scheme_22,67.05
2023-08-03,Scheme_22,66.88
2023-08-04,Scheme_22,66.49
2023-08-05,Scheme_22,66.5
2023-08-06,Scheme_22,66.54
2023-08-07,Scheme_22,66.96
2023-08-08,Scheme_22,66.75
2023-08-09,Scheme_22,67.09
2023-08-10,Scheme_22,66.77
2023-08-11,Scheme_22,66.38
2023-08-12,Scheme_22,66.31
2023-08-13,Scheme_22,66.05
2023-08-14,Scheme_22,65.66
2023-08-15,Scheme_22,66.27
2023-08-16,Scheme_22,66.15
2023-08-17,Scheme_22,66.86
2023-08-18,Scheme_22,66.58
2023-08-19,Scheme_22,66.09
2023-08-20,Scheme_22,66.5
2023-08-21,Scheme_22,66.3
2023-08-22,Scheme_22,66.36
2023-08-23,Scheme_22,65.98
2023-08-24,Scheme_22,65.99
2023-08-25,Scheme_22,65.59
2023-08-26,Scheme_22,65.59
2023-08-27,Scheme_22,65.47
2023-08-28,Scheme_22,65.56
2023-08-29,Scheme_22,65.77
2023-08-30,Scheme_22,65.86
2023-08-31,Scheme_22,66.01
2023-09-01,Scheme_22,66.0
2023-09-02,Scheme_22,65.89
2023-09-03,Scheme_22,66.05
2023-09-04,Scheme_22,66.04
2023-09-05,Scheme_22,66.04
2023-09-06,Scheme_22,66.18
2023-09-07,Scheme_22,65.89
2023-09-08,Scheme_22,66.33
2023-09-09,Scheme_22,66.28
2023-09-10,Scheme_22,66.34
2023-09-11,Scheme_22,66.34
2023-09-12,Scheme_22,66.56
2023-09-13,Scheme_22,66.68
2023-09-14,Scheme_22,66.69
2023-09-15,Scheme_22,67.14
2023-09-16,Scheme_22,66.2
2023-09-17,Scheme_22,66.59
2023-09-18,Scheme_22,66.89
2023-09-19,Scheme_22,66.36
2023-09-20,Scheme_22,66.66
2023-09-21,Scheme_22,66.99
2023-09-22,Scheme_22,67.18
2023-09-23,Scheme_22,66.73
2023-09-24,Scheme_22,66.96
2023-09-25,Scheme_22,67.28
2023-09-26,Scheme_22,67.13
2023-09-27,Scheme_22,67.28
2023-09-28,Scheme_22,67.2
2023-09-29,Scheme_22,67.48
2023-09-30,Scheme_22,67.41
2023-10-01,Scheme_22,67.25
2023-10-02,Scheme_22,67.26
2023-10-03,Scheme_22,66.88
2023-10-04,Scheme_22,66.86
2023-10-05,Scheme_22,66.99
2023-10-06,Scheme_22,67.27
2023-10-07,Scheme_22,67.36
2023-10-08,Scheme_22,66.95
2023-10-09,Scheme_22,67.38
2023-10-10,Scheme_22,67.83
2023-10-11,Scheme_22,67.88
2023-10-12,Scheme_22,67.68
2023-10-13,Scheme_22,67.54
2023-10-14,Scheme_22,67.5
2023-10-15,Scheme_22,67.6
2023-10-16,Scheme_22,67.53
2023-10-17,Scheme_22,67.29
2023-10-18,Scheme_22,67.62
2023-10-19,Scheme_22,67.72
2023-10-20,Scheme_22,67.42
2023-10-21,Scheme_22,67.53
2023-10-22,Scheme_22,67.6
2023-10-23,Scheme_22,67.4
2023-10-24,Scheme_22,67.78
2023-10-25,Scheme_22,67.84
2023-10-26,Scheme_22,67.79
2023-10-27,Scheme_22,67.79
2023-10-28,Scheme_22,67.94
2023-10-29,Scheme_22,67.94
2023-10-30,Scheme_22,67.94
2023-10-31,Scheme_22,68.28
2023-11-01,Scheme_22,67.87
2023-11-02,Scheme_22,67.52
2023-11-03,Scheme_22,67.77
2023-11-04,Scheme_22,68.51
2023-11-05,Scheme_22,68.8
2023-11-06,Scheme_22,69.38
2023-11-07,Scheme_22,69.27
2023-11-08,Scheme_22,69.09
2023-11-09,Scheme_22,69.25
2023-11-10,Scheme_22,69.56
2023-11-11,Scheme_22,69.18
2023-11-12,Scheme_22,69.14
2023-11-13,Scheme_22,69.15
2023-11-14,Scheme_22,68.97
2023-11-15,Scheme_22,68.82
2023-11-16,Scheme_22,69.09
2023-11-17,Scheme_22,69.25
2023-11-18,Scheme_22,69.51
2023-11-19,Scheme_22,69.63
2023-11-20,Scheme_22,69.39
2023-11-21,Scheme_22,69.54
2023-11-22,Scheme_22,69.27
2023-11-23,Scheme_22,69.2
2023-11-24,Scheme_22,68.91
2023-11-25,Scheme_22,68.75
2023-11-26,Scheme_22,68.79
2023-11-27,Scheme_22,68.68
2023-11-28,Scheme_22,68.43
2023-11-29,Scheme_22,68.79
2023-11-30,Scheme_22,68.78
2023-12-01,Scheme_22,68.64
2023-12-02,Scheme_22,68.33
2023-12-03,Scheme_22,67.79
2023-12-04,Scheme_22,67.74
2023-12-05,Scheme_22,67.35
2023-12-06,Scheme_22,67.58
2023-12-07,Scheme_22,67.61
2023-12-08,Scheme_22,68.1
2023-12-09,Scheme_22,68.19
2023-12-10,Scheme_22,67.99
2023-12-11,Scheme_22,67.45
2023-12-12,Scheme_22,67.71
2023-12-13,Scheme_22,67.34
2023-12-14,Scheme_22,67.24
2023-12-15,Scheme_22,67.76
2023-12-16,Scheme_22,67.96
2023-12-17,Scheme_22,68.1
2023-12-18,Scheme_22,68.4
2023-12-19,Scheme_22,68.69
2023-12-20,Scheme_22,69.19
2023-12-21,Scheme_22,69.03
2023-12-22,Scheme_22,68.93
2023-12-23,Scheme_22,68.68
2023-12-24,Scheme_22,68.69
2023-12-25,Scheme_22,68.67
2023-12-26,Scheme_22,68.16
2023-12-27,Scheme_22,67.99
2023-12-28,Scheme_22,68.44
2023-12-29,Scheme_22,68.53
2023-12-30,Scheme_22,68.77
2023-12-31,Scheme_22,68.75
2024-01-01,Scheme_22,68.2
2024-01-02,Scheme_22,68.18
2024-01-03,Scheme_22,68.52
2024-01-04,Scheme_22,68.18
2024-01-05,Scheme_22,68.43
2024-01-06,Scheme_22,67.93
2024-01-07,Scheme_22,67.96
2024-01-08,Scheme_22,68.14
2024-01-09,Scheme_22,68.07
2024-01-10,Scheme_22,68.83
2024-01-11,Scheme_22,68.7
2024-01-12,Scheme_22,68.55
2024-01-13,Scheme_22,68.63
2024-01-14,Scheme_22,68.43
2024-01-15,Scheme_22,68.01
2024-01-16,Scheme_22,67.7
2024-01-17,Scheme_22,67.95
2024-01-18,Scheme_22,67.88
2024-01-19,Scheme_22,68.41
2024-01-20,Scheme_22,68.3
2024-01-21,Scheme_22,68.53
2024-01-22,Scheme_22,68.7
2024-01-23,Scheme_22,68.59
2024-01-24,Scheme_22,68.34
2024-01-25,Scheme_22,67.84
2024-01-26,Scheme_22,68.03
2024-01-27,Scheme_22,68.41
2024-01-28,Scheme_22,67.95
2024-01-29,Scheme_22,67.86
2024-01-30,Scheme_22,67.68
2024-01-31,Scheme_22,67.87
2024-02-01,Scheme_22,67.79
2024-02-02,Scheme_22,68.21
2024-02-03,Scheme_22,68.11
2024-02-04,Scheme_22,67.76
2024-02-05,Scheme_22,67.64
2024-02-06,Scheme_22,67.55
2024-02-07,Scheme_22,67.73
2024-02-08,Scheme_22,67.64
2024-02-09,Scheme_22,67.79
2024-02-10,Scheme_22,67.57
2024-02-11,Scheme_22,67.5
2024-02-12,Scheme_22,67.29
2024-02-13,Scheme_22,67.05
2024-02-14,Scheme_22,67.46
2024-02-15,Scheme_22,67.26
2024-02-16,Scheme_22,67.18
2024-02-17,Scheme_22,67.51
2024-02-18,Scheme_22,67.76
2024-02-19,Scheme_22,68.27
2024-02-20,Scheme_22,68.43
2024-02-21,Scheme_22,68.27
2024-02-22,Scheme_22,68.91
2024-02-23,Scheme_22,69.1
2024-02-24,Scheme_22,69.08
2024-02-25,Scheme_22,69.12
2024-02-26,Scheme_22,69.19
2024-02-27,Scheme_22,69.14
2024-02-28,Scheme_22,68.75
2024-02-29,Scheme_22,69.25
2024-03-01,Scheme_22,69.27
2024-03-02,Scheme_22,69.34
2024-03-03,Scheme_22,69.99
2024-03-04,Scheme_22,69.8
2024-03-05,Scheme_22,70.02
2024-03-06,Scheme_22,69.8
2024-03-07,Scheme_22,69.92
2024-03-08,Scheme_22,70.0
2024-03-09,Scheme_22,70.25
2024-03-10,Scheme_22,70.64
2024-03-11,Scheme_22,70.48
2024-03-12,Scheme_22,70.93
2024-03-13,Scheme_22,71.39
2024-03-14,Scheme_22,71.34
2024-03-15,Scheme_22,71.36
2024-03-16,Scheme_22,71.23
2024-03-17,Scheme_22,71.16
2024-03-18,Scheme_22,70.81
2024-03-19,Scheme_22,71.07
2024-03-20,Scheme_22,70.47
2024-03-21,Scheme_22,70.28
2024-03-22,Scheme_22,70.29
2024-03-23,Scheme_22,70.7
2024-03-24,Scheme_22,70.56
2024-03-25,Scheme_22,70.7
2024-03-26,Scheme_22,70.7
2024-03-27,Scheme_22,71.0
2024-03-28,Scheme_22,71.14
2024-03-29,Scheme_22,71.41
2024-03-30,Scheme_22,71.26
2024-03-31,Scheme_22,70.98
2024-04-01,Scheme_22,71.11
2024-04-02,Scheme_22,70.98
2024-04-03,Scheme_22,71.01
2024-04-04,Scheme_22,71.12
2024-04-05,Scheme_22,71.52
2024-04-06,Scheme_22,71.77
2024-04-07,Scheme_22,71.59
2024-04-08,Scheme_22,71.27
2024-04-09,Scheme_22,71.8
2024-04-10,Scheme_22,71.34
2024-04-11,Scheme_22,71.23
2024-04-12,Scheme_22,71.44
2024-04-13,Scheme_22,71.95
2024-04-14,Scheme_22,71.92
2024-04-15,Scheme_22,71.94
2024-04-16,Scheme_22,71.7
2024-04-17,Scheme_22,71.76
2024-04-18,Scheme_22,71.43
2024-04-19,Scheme_22,71.23
2024-04-20,Scheme_22,71.48
2024-04-21,Scheme_22,71.37
2024-04-22,Scheme_22,71.66
2024-04-23,Scheme_22,71.64
2024-04-24,Scheme_22,71.25
2024-04-25,Scheme_22,71.62
2024-04-26,Scheme_22,71.24
2024-04-27,Scheme_22,71.08
2024-04-28,Scheme_22,71.04
2024-04-29,Scheme_22,71.36
2024-04-30,Scheme_22,71.23
2024-05-01,Scheme_22,70.97
2024-05-02,Scheme_22,71.04
2024-05-03,Scheme_22,70.99
2024-05-04,Scheme_22,70.87
2024-05-05,Scheme_22,70.96
2024-05-06,Scheme_22,70.62
2024-05-07,Scheme_22,70.12
2024-05-08,Scheme_22,70.78
2024-05-09,Scheme_22,70.83
2024-05-10,Scheme_22,70.9
2024-05-11,Scheme_22,70.69
2024-05-12,Scheme_22,70.98
2024-05-13,Scheme_22,70.84
2024-05-14,Scheme_22,70.02
2024-05-15,Scheme_22,69.87
2024-05-16,Scheme_22,69.81
2024-05-17,Scheme_22,69.78
2024-05-18,Scheme_22,69.74
2024-05-19,Scheme_22,69.56
2024-05-20,Scheme_22,69.36
2024-05-21,Scheme_22,69.29
2024-05-22,Scheme_22,68.82
2024-05-23,Scheme_22,68.25
2024-05-24,Scheme_22,68.3
2024-05-25,Scheme_22,68.36
2024-05-26,Scheme_22,68.64
2024-05-27,Scheme_22,68.58
2024-05-28,Scheme_22,68.24
2024-05-29,Scheme_22,67.68
2024-05-30,Scheme_22,67.44
2024-05-31,Scheme_22,67.58
2024-06-01,Scheme_22,68.03
2024-06-02,Scheme_22,68.07
2024-06-03,Scheme_22,67.73
2024-06-04,Scheme_22,67.48
2024-06-05,Scheme_22,67.25
2024-06-06,Scheme_22,67.15
2024-06-07,Scheme_22,67.5
2024-06-08,Scheme_22,67.88
2024-06-09,Scheme_22,67.85
2024-06-10,Scheme_22,67.93
2024-06-11,Scheme_22,67.71
2024-06-12,Scheme_22,67.21
2024-06-13,Scheme_22,67.77
2024-06-14,Scheme_22,67.09
2024-06-15,Scheme_22,66.56
2024-06-16,Scheme_22,67.12
2024-06-17,Scheme_22,67.15
2024-06-18,Scheme_22,66.83
2024-06-19,Scheme_22,67.05
2024-06-20,Scheme_22,67.31
2024-06-21,Scheme_22,66.93
2024-06-22,Scheme_22,66.79
2024-06-23,Scheme_22,67.07
2024-06-24,Scheme_22,66.84
2024-06-25,Scheme_22,66.95
2024-06-26,Scheme_22,67.4
2024-06-27,Scheme_22,66.7
2024-06-28,Scheme_22,66.62
2024-06-29,Scheme_22,66.71
2024-06-30,Scheme_22,66.2
2024-07-01,Scheme_22,66.06
2024-07-02,Scheme_22,66.39
2024-07-03,Scheme_22,66.2
2024-07-04,Scheme_22,65.77
2024-07-05,Scheme_22,66.13
2024-07-06,Scheme_22,66.29
2024-07-07,Scheme_22,66.29
2024-07-08,Scheme_22,66.28
2024-07-09,Scheme_22,66.61
2024-07-10,Scheme_22,66.71
2024-07-11,Scheme_22,66.93
2024-07-12,Scheme_22,66.74
2024-07-13,Scheme_22,66.18
2024-07-14,Scheme_22,66.39
2024-07-15,Scheme_22,66.74
2024-07-16,Scheme_22,66.69
2024-07-17,Scheme_22,66.98
2024-07-18,Scheme_22,66.9
2024-07-19,Scheme_22,66.89
2024-07-20,Scheme_22,67.44
2024-07-21,Scheme_22,67.37
2024-07-22,Scheme_22,67.29
2024-07-23,Scheme_22,66.74
2024-07-24,Scheme_22,66.97
2024-07-25,Scheme_22,66.78
2024-07-26,Scheme_22,66.84
2024-07-27,Scheme_22,66.77
2024-07-28,Scheme_22,66.65
2024-07-29,Scheme_22,66.64
2024-07-30,Scheme_22,66.65
2024-07-31,Scheme_22,67.02
2024-08-01,Scheme_22,67.5
2024-08-02,Scheme_22,67.71
2024-08-03,Scheme_22,68.11
2024-08-04,Scheme_22,68.39
2024-08-05,Scheme_22,68.56
2024-08-06,Scheme_22,69.01
2024-08-07,Scheme_22,68.64
2024-08-08,Scheme_22,68.46
2024-08-09,Scheme_22,68.23
2024-08-10,Scheme_22,68.16
2024-08-11,Scheme_22,68.38
2024-08-12,Scheme_22,68.07
2024-08-13,Scheme_22,68.24
2024-08-14,Scheme_22,68.09
2024-08-15,Scheme_22,68.0
2024-08-16,Scheme_22,68.08
2024-08-17,Scheme_22,68.61
2024-08-18,Scheme_22,68.41
2024-08-19,Scheme_22,68.41
2024-08-20,Scheme_22,68.1
2024-08-21,Scheme_22,67.91
2024-08-22,Scheme_22,67.6
2024-08-23,Scheme_22,67.69
2024-08-24,Scheme_22,67.84
2024-08-25,Scheme_22,68.07
2024-08-26,Scheme_22,67.86
2024-08-27,Scheme_22,68.03
2024-08-28,Scheme_22,68.09
2024-08-29,Scheme_22,68.09
2024-08-30,Scheme_22,67.74
2024-08-31,Scheme_22,67.81
2024-09-01,Scheme_22,67.88
2024-09-02,Scheme_22,67.93
2024-09-03,Scheme_22,68.07
2024-09-04,Scheme_22,68.3
2024-09-05,Scheme_22,67.99
2024-09-06,Scheme_22,67.95
2024-09-07,Scheme_22,68.12
2024-09-08,Scheme_22,68.06
2024-09-09,Scheme_22,68.37
2024-09-10,Scheme_22,68.41
2024-09-11,Scheme_22,67.85
2024-09-12,Scheme_22,68.12
2024-09-13,Scheme_22,68.1
2024-09-14,Scheme_22,67.59
2024-09-15,Scheme_22,67.54
2024-09-16,Scheme_22,67.18
2024-09-17,Scheme_22,67.42
2024-09-18,Scheme_22,67.43
2024-09-19,Scheme_22,67.18
2024-09-20,Scheme_22,67.44
2024-09-21,Scheme_22,67.6
2024-09-22,Scheme_22,67.55
2024-09-23,Scheme_22,67.19
2024-09-24,Scheme_22,66.96
2024-09-25,Scheme_22,66.72
2024-09-26,Scheme_22,66.97
2024-09-27,Scheme_22,66.48
2024-09-28,Scheme_22,66.49
2024-09-29,Scheme_22,66.43
2024-09-30,Scheme_22,66.76
2024-10-01,Scheme_22,66.85
2024-10-02,Scheme_22,67.03
2024-10-03,Scheme_22,66.9
2024-10-04,Scheme_22,66.55
2024-10-05,Scheme_22,66.47
2024-10-06,Scheme_22,66.72
2024-10-07,Scheme_22,66.97
2024-10-08,Scheme_22,66.87
2024-10-09,Scheme_22,66.63
2024-10-10,Scheme_22,66.33
2024-10-11,Scheme_22,66.31
2024-10-12,Scheme_22,66.37
2024-10-13,Scheme_22,66.83
2024-10-14,Scheme_22,66.89
2024-10-15,Scheme_22,67.09
2024-10-16,Scheme_22,66.88
2024-10-17,Scheme_22,66.91
2024-10-18,Scheme_22,66.97
2024-10-19,Scheme_22,66.95
2024-10-20,Scheme_22,66.96
2024-10-21,Scheme_22,67.02
2024-10-22,Scheme_22,67.19
2024-10-23,Scheme_22,67.56
2024-10-24,Scheme_22,66.9
2024-10-25,Scheme_22,67.25
2024-10-26,Scheme_22,66.76
2024-10-27,Scheme_22,66.87
2024-10-28,Scheme_22,67.6
2024-10-29,Scheme_22,67.61
2024-10-30,Scheme_22,67.68
2024-10-31,Scheme_22,67.61
2024-11-01,Scheme_22,67.83
2024-11-02,Scheme_22,67.96
2024-11-03,Scheme_22,67.77
2024-11-04,Scheme_22,67.76
2024-11-05,Scheme_22,67.44
2024-11-06,Scheme_22,67.43
2024-11-07,Scheme_22,67.32
2024-11-08,Scheme_22,67.38
2024-11-09,Scheme_22,67.19
2024-11-10,Scheme_22,67.14
2024-11-11,Scheme_22,67.17
2024-11-12,Scheme_22,67.21
2024-11-13,Scheme_22,67.31
2024-11-14,Scheme_22,67.28
2024-11-15,Scheme_22,67.06
2024-11-16,Scheme_22,67.11
2024-11-17,Scheme_22,67.08
2024-11-18,Scheme_22,67.4
2024-11-19,Scheme_22,67.77
2024-11-20,Scheme_22,67.38
2024-11-21,Scheme_22,67.58
2024-11-22,Scheme_22,67.85
2024-11-23,Scheme_22,67.46
2024-11-24,Scheme_22,67.66
2024-11-25,Scheme_22,67.95
2024-11-26,Scheme_22,67.68
2024-11-27,Scheme_22,67.63
2024-11-28,Scheme_22,67.71
2024-11-29,Scheme_22,67.9
2024-11-30,Scheme_22,67.62
2024-12-01,Scheme_22,67.99
2024-12-02,Scheme_22,67.4
2024-12-03,Scheme_22,67.82
2024-12-04,Scheme_22,68.0
2024-12-05,Scheme_22,67.83
2024-12-06,Scheme_22,68.11
2024-12-07,Scheme_22,67.82
2024-12-08,Scheme_22,67.87
2024-12-09,Scheme_22,67.97
2024-12-10,Scheme_22,68.06
2024-12-11,Scheme_22,67.82
2024-12-12,Scheme_22,67.7
2024-12-13,Scheme_22,67.75
2024-12-14,Scheme_22,67.56
2024-12-15,Scheme_22,67.66
2024-12-16,Scheme_22,67.49
2024-12-17,Scheme_22,67.81
2024-12-18,Scheme_22,68.3
2024-12-19,Scheme_22,68.23
2024-12-20,Scheme_22,68.53
2024-12-21,Scheme_22,68.48
2024-12-22,Scheme_22,68.22
2024-12-23,Scheme_22,68.12
2024-12-24,Scheme_22,68.16
2024-12-25,Scheme_22,67.65
2024-12-26,Scheme_22,67.85
2024-12-27,Scheme_22,67.9
2024-12-28,Scheme_22,68.22
2024-12-29,Scheme_22,68.42
2024-12-30,Scheme_22,68.48
2024-12-31,Scheme_22,68.39
2025-01-01,Scheme_22,68.87
2025-01-02,Scheme_22,69.54
2025-01-03,Scheme_22,69.46
2025-01-04,Scheme_22,69.79
2025-01-05,Scheme_22,69.6
2025-01-06,Scheme_22,69.44
2025-01-07,Scheme_22,69.35
2025-01-08,Scheme_22,69.57
2025-01-09,Scheme_22,69.27
2025-01-10,Scheme_22,69.75
2025-01-11,Scheme_22,70.06
2025-01-12,Scheme_22,70.27
2025-01-13,Scheme_22,70.21
2025-01-14,Scheme_22,70.47
2025-01-15,Scheme_22,69.62
2025-01-16,Scheme_22,69.77
2025-01-17,Scheme_22,69.84
2025-01-18,Scheme_22,69.29
2025-01-19,Scheme_22,69.44
2025-01-20,Scheme_22,69.63
2025-01-21,Scheme_22,69.1
2025-01-22,Scheme_22,68.76
2025-01-23,Scheme_22,69.4
2025-01-24,Scheme_22,69.36
2025-01-25,Scheme_22,69.68
2025-01-26,Scheme_22,70.03
2025-01-27,Scheme_22,70.17
2025-01-28,Scheme_22,70.5
2025-01-29,Scheme_22,69.88
2025-01-30,Scheme_22,69.83
2025-01-31,Scheme_22,68.93
2025-02-01,Scheme_22,68.43
2025-02-02,Scheme_22,68.28
2025-02-03,Scheme_22,68.1
2025-02-04,Scheme_22,68.14
2025-02-05,Scheme_22,68.15
2025-02-06,Scheme_22,68.21
2025-02-07,Scheme_22,68.28
2025-02-08,Scheme_22,68.4
2025-02-09,Scheme_22,68.13
2025-02-10,Scheme_22,67.94
2025-02-11,Scheme_22,67.95
2025-02-12,Scheme_22,67.96
2025-02-13,Scheme_22,67.65
2025-02-14,Scheme_22,68.0
2025-02-15,Scheme_22,68.24
2025-02-16,Scheme_22,68.0
2025-02-17,Scheme_22,67.96
2025-02-18,Scheme_22,68.58
2025-02-19,Scheme_22,68.65
2025-02-20,Scheme_22,68.79
2025-02-21,Scheme_22,68.62
2025-02-22,Scheme_22,68.55
2025-02-23,Scheme_22,69.02
2025-02-24,Scheme_22,69.08
2025-02-25,Scheme_22,69.08
2025-02-26,Scheme_22,69.1
2025-02-27,Scheme_22,69.88
2025-02-28,Scheme_22,69.91
2025-03-01,Scheme_22,69.68
2025-03-02,Scheme_22,69.51
2025-03-03,Scheme_22,69.76
2025-03-04,Scheme_22,69.35
2025-03-05,Scheme_22,69.51
2025-03-06,Scheme_22,69.31
2025-03-07,Scheme_22,68.77
2025-03-08,Scheme_22,68.5
2025-03-09,Scheme_22,68.53
2025-03-10,Scheme_22,68.97
2025-03-11,Scheme_22,69.26
2025-03-12,Scheme_22,69.19
2025-03-13,Scheme_22,69.5
2025-03-14,Scheme_22,69.42
2025-03-15,Scheme_22,69.0
2025-03-16,Scheme_22,69.02
2025-03-17,Scheme_22,68.59
2025-03-18,Scheme_22,68.85
2025-03-19,Scheme_22,69.11
2025-03-20,Scheme_22,68.87
2025-03-21,Scheme_22,68.93
2025-03-22,Scheme_22,68.99
2025-03-23,Scheme_22,69.27
2025-03-24,Scheme_22,68.92
2025-03-25,Scheme_22,69.12
2025-03-26,Scheme_22,68.74
2025-03-27,Scheme_22,69.0
2025-03-28,Scheme_22,69.34
2025-03-29,Scheme_22,69.16
2025-03-30,Scheme_22,69.54
2025-03-31,Scheme_22,69.09
2025-04-01,Scheme_22,69.44
2025-04-02,Scheme_22,69.89
2025-04-03,Scheme_22,70.01
2025-04-04,Scheme_22,69.98
2025-04-05,Scheme_22,70.09
2025-04-06,Scheme_22,69.93
2025-04-07,Scheme_22,70.74
2025-04-08,Scheme_22,70.58
2025-04-09,Scheme_22,70.99
2025-04-10,Scheme_22,70.79
2025-04-11,Scheme_22,71.29
2025-04-12,Scheme_22,71.92
2025-04-13,Scheme_22,72.05
2025-04-14,Scheme_22,72.16
2025-04-15,Scheme_22,71.89
2025-04-16,Scheme_22,71.59
2025-04-17,Scheme_22,71.7
2025-04-18,Scheme_22,72.15
2025-04-19,Scheme_22,72.01
2025-04-20,Scheme_22,72.69
2025-04-21,Scheme_22,72.53
2025-04-22,Scheme_22,72.62
2025-04-23,Scheme_22,72.71
2025-04-24,Scheme_22,72.7
2025-04-25,Scheme_22,72.1
2025-04-26,Scheme_22,71.94
2025-04-27,Scheme_22,72.02
2025-04-28,Scheme_22,72.01
2025-04-29,Scheme_22,72.22
2025-04-30,Scheme_22,72.47
2025-05-01,Scheme_22,72.42
2025-05-02,Scheme_22,72.15
2025-05-03,Scheme_22,72.63
2025-05-04,Scheme_22,72.24
2025-05-05,Scheme_22,72.09
